real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
1d39f953-a08e-494e-acf6-e594832b010a,7,53,7.571429,19
e99b3521-4e62-4230-b899-85c9dbed1921,4,8,2.000000,4
2c383b80-2256-4ece-81d4-c81290a10a14,13,39,3.000000,8
c33e02f8-4665-4d6c-8781-4a5c991889da,11,32,2.909091,16
d7969eaf-cd67-4ac5-b060-393d864f8525,9,46,5.111111,13
9a750eec-46c2-4720-b481-a0d6f03af47b,4,33,8.250000,20
1a2a7fa6-a936-4e87-a513-50ea19f0483e,3,33,11.000000,27
2657b615-04b0-4c11-8343-1245c9c07676,7,52,7.428571,16
3284e414-8b55-431b-996f-5e5cf9e96ed9,5,39,7.800000,15
2bef0281-b2d9-41ac-967c-45835e5ba8c0,30,53,1.766667,6
7ce6f4e7-3343-4519-8d80-7b97f0fa9e57,1,2,2.000000,2
ad30762b-ff39-441d-a0f7-d388fcb65c5d,5,18,3.600000,6
5ac34c91-a3b4-4a11-a940-a4babf02057f,18,47,2.611111,6
6703acf0-f2c1-4b80-a158-fbbe091d3948,14,36,2.571429,12
a3f79161-ce4f-4ec0-9c53-67b5d89375d4,2,2,1.000000,1
bb86048e-c4fd-4bc1-8fda-a4fb5b391a14,6,53,8.833333,15
1729815c-0eca-4350-ab5c-5ce2c530fcd4,6,41,6.833333,14
595525a1-8ff1-493d-bdef-74ecb74d182b,7,24,3.428571,8
8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd,1,3,3.000000,3
f4f25187-82c7-4265-9bf9-71bc8ed1701f,17,48,2.823529,9
be62454c-9208-4099-9ed2-02aa2de09509,1,1,1.000000,1
b31c10f0-ddb3-4d3f-b6b1-6ac865523ec8,10,21,2.100000,5
30f64336-9100-4dbf-b67b-4a2096a38da9,11,41,3.727273,14
5e3d6bde-1451-4103-89a6-c67d81f63ed6,4,47,11.750000,40
8e72a8bd-ae9b-460b-9573-aba4b21efb12,15,51,3.400000,13
17b99863-8bfd-492d-8451-374fd7cde36c,6,41,6.833333,19
628a06f1-ca1e-4e6e-9b38-5e23da554b53,8,51,6.375000,19
15f3a523-0299-4249-8ccc-fee0b320040f,13,52,4.000000,15
8a0fe7de-deff-4ffa-acbf-192cb2d37b39,4,7,1.750000,3
f61809d2-a428-4a2c-81e4-461ea9908687,5,50,10.000000,18
68942969-0475-4a26-931b-d1d8043a659c,11,41,3.727273,10
1bc74fba-d84b-4bcc-9386-cb329e96d9e3,4,39,9.750000,21
c17f5405-360e-43d7-9b50-bccf6faf2207,11,53,4.818182,9
29cc433b-5fc2-46f5-9183-c76d4be7a356,1,1,1.000000,1
3080614b-46eb-4c0d-b1ff-b9dc13bbc44b,2,4,2.000000,3
d4be492d-c9ee-46a0-b1ab-076386b61b85,13,36,2.769231,7
4f84b332-20fa-45e8-b9e0-e9fd0839492a,12,49,4.083333,9
efca79c2-0b12-4ce7-a28f-68ad9193990d,25,52,2.080000,7
5e1920ed-d676-4151-a8ff-1153e7b7561f,5,21,4.200000,13
68e7ae29-15ff-402c-adc1-76d5a932c984,8,50,6.250000,11
b34a8c1a-f43f-4635-9799-9891ed21239a,1,1,1.000000,1
142269c1-304f-434d-be4c-cbe566ba1379,9,48,5.333333,20
b8f4eb79-baaf-442b-ada2-5bcd5cf89df4,17,52,3.058824,10
8537fdf9-7619-499b-b288-a3cfa1ee546f,3,22,7.333333,15
5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5,7,51,7.285714,14
adf5227c-74ef-49bf-b9fc-2fb8cf302732,8,44,5.500000,12
4f2ed62c-2a18-4888-86c1-aa01ba21b64f,15,49,3.266667,9
8b10f12f-516a-44ee-9e79-134d040d1ef4,4,20,5.000000,14
be47e9a1-0600-40bc-8360-0fc2c99c4ca2,3,6,2.000000,2
21cbaff6-4d5f-4083-9edf-9523563b74ae,4,44,11.000000,34
4d49cfb2-841d-4a04-81cb-7d1b39a507b4,4,26,6.500000,12
9a8ce184-8911-4e32-be51-261497e0d919,3,29,9.666667,13
49fcf025-22ca-4e4b-85b8-278b855e63b7,4,26,6.500000,14
0062535e-d9ab-4cb0-ae8f-79133b440129,15,52,3.466667,8
7f683754-6c34-4de6-b54f-367de9daf770,4,9,2.250000,3
bc89da45-e92d-43b3-82e6-e4633ecdb0db,3,47,15.666667,32
639303f6-00f5-4aec-a487-291f27972688,7,15,2.142857,5
b811ccd0-a9ef-40ef-8326-d8efbf85e50f,18,48,2.666667,7
bc19c32d-a271-4dd7-b5e6-62d36d1a3128,10,53,5.300000,14
2dd5f116-f355-4d81-9790-cb050463be55,3,20,6.666667,14
105b0c95-40d4-43ed-9328-6cbeb200183c,6,46,7.666667,17
5f118823-51ee-47bb-859f-1316523af0ed,13,49,3.769231,17
71c102e5-a364-450a-b233-6c5e2976b9d1,6,28,4.666667,15
1f84d45e-8689-42bf-9ad5-0f9c8753fbde,5,36,7.200000,16
31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8,17,52,3.058824,9
a2969fda-e1ea-4d11-8d21-b5fa826c0666,4,6,1.500000,2
a4869a14-7941-461e-89f4-ea6e19a3866b,2,22,11.000000,20
8758fefb-3ed1-4d64-b75d-b9e3d628eef3,10,18,1.800000,9
c28aa37d-571e-4b43-bf01-aa14eeb765e7,9,50,5.555556,10
5d5b6794-5e6a-45d4-a508-e6ad12155d53,4,25,6.250000,11
4c7e79d1-ebd0-40e5-97cc-5156fe65e1ac,3,32,10.666667,18
47bad423-2418-4435-83c8-08ba94003d14,5,32,6.400000,16
b63742da-5e1c-45af-90ad-17c4303b044e,3,22,7.333333,15
5f993501-e331-41f8-88ef-8789acff3d7f,7,41,5.857143,12
15c7af42-87ad-4bc8-92fa-52ae8f2040fa,3,20,6.666667,14
7e2037cd-4943-4935-a393-43fc5c390c87,6,32,5.333333,14
9b9c8be4-8e25-413a-8928-7da271e119ca,4,22,5.500000,12
36027d15-9fa5-4ada-bf4b-ed5b5daa5587,8,36,4.500000,12
340b7157-11e5-4463-a088-59ca98df39cd,8,47,5.875000,19
7df7a9b0-729a-40ef-9403-c28f90d19453,6,41,6.833333,16
0feedf09-ee01-43ea-9489-1b58a00ba227,5,45,9.000000,17
5771f07a-575e-4004-a3a5-db3ee44bb1b0,10,40,4.000000,10
ecd9aab5-ddc6-4cf9-97f2-03e3018e6076,4,8,2.000000,3
5f93621b-e9a9-451b-8d30-165dae1653c2,4,23,5.750000,17
935eb020-a824-4cdc-9442-727a6d9e019e,7,45,6.428571,16
24aa014e-055c-4925-85de-d3541e3d0bef,1,3,3.000000,3
39107c52-98c9-4a75-b505-271294fac465,28,51,1.821429,5
f80e3924-ebe8-4e2b-8fc1-f8040e9b541d,1,15,15.000000,15
75f1c4e9-4841-4159-a021-44ff5c150d37,2,2,1.000000,1
6c1f708c-f3e9-4d9e-a0ae-311ba42c139a,10,40,4.000000,11
10c196fc-2c76-4e4b-b628-4472949c39c3,14,51,3.642857,9
7413fd0f-0de7-4b60-b466-60b0bdd9a9c9,11,45,4.090909,20
