real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
0062535e-d9ab-4cb0-ae8f-79133b440129,15,18,1.200000,3
a1e159d8-57d0-47b8-9d45-24df63d3595a,5,8,1.600000,3
2c383b80-2256-4ece-81d4-c81290a10a14,10,14,1.400000,3
98c881d4-c19a-4d67-b99a-238515d05638,1,1,1.000000,1
06b6d1b3-dda3-4743-96f5-a45079ab6996,3,3,1.000000,1
29cc433b-5fc2-46f5-9183-c76d4be7a356,1,1,1.000000,1
f61809d2-a428-4a2c-81e4-461ea9908687,5,17,3.400000,7
e99b3521-4e62-4230-b899-85c9dbed1921,3,3,1.000000,1
6c1f708c-f3e9-4d9e-a0ae-311ba42c139a,9,15,1.666667,4
c28aa37d-571e-4b43-bf01-aa14eeb765e7,9,18,2.000000,4
5d6b65a6-6a87-4085-900c-575ab429c359,13,17,1.307692,2
ecd9aab5-ddc6-4cf9-97f2-03e3018e6076,4,4,1.000000,1
1d39f953-a08e-494e-acf6-e594832b010a,7,18,2.571429,6
c33e02f8-4665-4d6c-8781-4a5c991889da,5,11,2.200000,7
d7969eaf-cd67-4ac5-b060-393d864f8525,8,16,2.000000,4
9a750eec-46c2-4720-b481-a0d6f03af47b,4,11,2.750000,7
1a2a7fa6-a936-4e87-a513-50ea19f0483e,3,11,3.666667,9
2657b615-04b0-4c11-8343-1245c9c07676,6,18,3.000000,5
2bef0281-b2d9-41ac-967c-45835e5ba8c0,15,18,1.200000,2
7ce6f4e7-3343-4519-8d80-7b97f0fa9e57,1,1,1.000000,1
ad30762b-ff39-441d-a0f7-d388fcb65c5d,4,6,1.500000,2
5ac34c91-a3b4-4a11-a940-a4babf02057f,13,16,1.230769,2
6703acf0-f2c1-4b80-a158-fbbe091d3948,9,12,1.333333,4
a3f79161-ce4f-4ec0-9c53-67b5d89375d4,1,1,1.000000,1
bb86048e-c4fd-4bc1-8fda-a4fb5b391a14,5,18,3.600000,5
1729815c-0eca-4350-ab5c-5ce2c530fcd4,5,14,2.800000,5
595525a1-8ff1-493d-bdef-74ecb74d182b,6,8,1.333333,2
8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd,1,1,1.000000,1
f4f25187-82c7-4265-9bf9-71bc8ed1701f,9,16,1.777778,3
be62454c-9208-4099-9ed2-02aa2de09509,1,1,1.000000,1
b31c10f0-ddb3-4d3f-b6b1-6ac865523ec8,5,7,1.400000,2
30f64336-9100-4dbf-b67b-4a2096a38da9,7,14,2.000000,5
5e3d6bde-1451-4103-89a6-c67d81f63ed6,3,16,5.333333,14
8e72a8bd-ae9b-460b-9573-aba4b21efb12,10,17,1.700000,5
17b99863-8bfd-492d-8451-374fd7cde36c,6,14,2.333333,6
628a06f1-ca1e-4e6e-9b38-5e23da554b53,6,17,2.833333,6
15f3a523-0299-4249-8ccc-fee0b320040f,10,18,1.800000,5
8a0fe7de-deff-4ffa-acbf-192cb2d37b39,3,3,1.000000,1
68942969-0475-4a26-931b-d1d8043a659c,8,14,1.750000,4
1bc74fba-d84b-4bcc-9386-cb329e96d9e3,4,13,3.250000,7
c17f5405-360e-43d7-9b50-bccf6faf2207,10,18,1.800000,3
3080614b-46eb-4c0d-b1ff-b9dc13bbc44b,2,2,1.000000,1
d4be492d-c9ee-46a0-b1ab-076386b61b85,9,12,1.333333,3
