assigned_id,nb_assigned_ids,nb_fingerprints,ownership,id_ownership
90cba5de-80df-4fa2-b057-f227193d91d3,1,1,1.000000,e99b3521-4e62-4230-b899-85c9dbed1921
6a7a5c75-38b3-4fd4-87ac-0a1e4ebf0c36,1,1,1.000000,5ac34c91-a3b4-4a11-a940-a4babf02057f
448b02a1-ca2c-4c20-803e-6aa2de28052b,1,1,1.000000,6703acf0-f2c1-4b80-a158-fbbe091d3948
e60bc836-df09-40ea-a7ed-d3b3f0d5fcbc,1,1,1.000000,a3f79161-ce4f-4ec0-9c53-67b5d89375d4
8c23a3eb-00a7-4732-af65-d754c97b6a3f,1,1,1.000000,bb86048e-c4fd-4bc1-8fda-a4fb5b391a14
38dbb60c-58b6-4407-87d8-c33a9f3bd701,1,1,1.000000,d7969eaf-cd67-4ac5-b060-393d864f8525
1faedffd-aaf4-40f0-b51b-a1e044674121,1,1,1.000000,595525a1-8ff1-493d-bdef-74ecb74d182b
10ee7570-6843-486f-93ac-d821e2032bb1,1,1,1.000000,8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd
06bf5826-5b56-4918-83ea-d1a509d2a421,1,1,1.000000,f4f25187-82c7-4265-9bf9-71bc8ed1701f
17b7a791-2c50-45d5-b9a2-6e64aebd25ae,1,1,1.000000,be62454c-9208-4099-9ed2-02aa2de09509
90c64a65-de2a-464f-afa8-5e98898ab20b,1,1,1.000000,b31c10f0-ddb3-4d3f-b6b1-6ac865523ec8
e7e919a5-6294-45dc-9638-f21aaed02245,1,1,1.000000,30f64336-9100-4dbf-b67b-4a2096a38da9
b35ebfad-a3eb-462c-bf78-999d6332671d,1,1,1.000000,5e3d6bde-1451-4103-89a6-c67d81f63ed6
cf747ead-68a8-4329-90e9-506a7a0e693d,1,1,1.000000,8e72a8bd-ae9b-460b-9573-aba4b21efb12
3e2f0ba1-4fa6-4cff-a3be-987b488d23ad,1,1,1.000000,17b99863-8bfd-492d-8451-374fd7cde36c
c8ae5d59-04fd-4b95-b744-d96fed8cef7e,1,1,1.000000,628a06f1-ca1e-4e6e-9b38-5e23da554b53
a1229e35-53e8-4443-bc93-0661ac5e893e,1,1,1.000000,15f3a523-0299-4249-8ccc-fee0b320040f
343587f8-da93-44da-a84c-0b8c052a33b1,1,1,1.000000,8a0fe7de-deff-4ffa-acbf-192cb2d37b39
4872c4f8-3ae9-43e1-af2d-1576ccb679cc,1,2,1.000000,f61809d2-a428-4a2c-81e4-461ea9908687
5a33729e-2e2c-4e8d-8a32-008c091e6099,1,1,1.000000,68942969-0475-4a26-931b-d1d8043a659c
9bd7f768-3a38-4fb7-8402-05b0481235f7,1,1,1.000000,1bc74fba-d84b-4bcc-9386-cb329e96d9e3
355dd91c-48a5-4c3e-a106-55d2c674388b,1,1,1.000000,c17f5405-360e-43d7-9b50-bccf6faf2207
034563a8-f201-4bfd-98aa-9735f6cc3a08,1,1,1.000000,3080614b-46eb-4c0d-b1ff-b9dc13bbc44b
a4a33110-9a80-43ef-9563-297e4ae7bce0,1,1,1.000000,d4be492d-c9ee-46a0-b1ab-076386b61b85
058a357d-4033-4720-a334-3563ea4466ed,1,1,1.000000,1d39f953-a08e-494e-acf6-e594832b010a
28de1684-3558-4904-8985-e294bd2c9192,1,1,1.000000,4f84b332-20fa-45e8-b9e0-e9fd0839492a
4eb29e75-a02a-450e-9f39-2e6177251d44,1,1,1.000000,efca79c2-0b12-4ce7-a28f-68ad9193990d
b8b73a40-aae4-479b-ae47-a67f237d03b9,1,1,1.000000,c33e02f8-4665-4d6c-8781-4a5c991889da
539296ad-d4b5-4194-a80c-d2a2abc0da1a,1,1,1.000000,2657b615-04b0-4c11-8343-1245c9c07676
a0802e03-31b2-49ea-86b4-f360d9da773b,1,1,1.000000,5e1920ed-d676-4151-a8ff-1153e7b7561f
4ea76c3e-f2e1-43c3-ac8a-fc1ff97a25ab,1,1,1.000000,68e7ae29-15ff-402c-adc1-76d5a932c984
61d68784-a2e3-4b73-8aac-f2edc6920bf4,1,1,1.000000,b34a8c1a-f43f-4635-9799-9891ed21239a
0fd0319c-653e-4cf3-99be-9bccdfcd890a,1,1,1.000000,142269c1-304f-434d-be4c-cbe566ba1379
defab9d1-584a-48d9-adbc-7ff6e4e1288f,1,1,1.000000,b8f4eb79-baaf-442b-ada2-5bcd5cf89df4
2ec0a598-ffd0-49c7-b981-a879fdeddada,1,1,1.000000,8537fdf9-7619-499b-b288-a3cfa1ee546f
31585eb1-75b8-4471-bcdf-6c1e7d2da759,1,1,1.000000,2bef0281-b2d9-41ac-967c-45835e5ba8c0
1a7bf4bb-f9f4-4ad4-bd1e-147f53c1e5f1,1,1,1.000000,2c383b80-2256-4ece-81d4-c81290a10a14
575812da-580e-4aca-a4e6-71868eb0e32a,1,1,1.000000,5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5
c51f5d01-c21b-41d1-a8b6-ad12bab94bc8,1,1,1.000000,adf5227c-74ef-49bf-b9fc-2fb8cf302732
cc36b84e-0a36-4c08-b828-b47e801cf1a4,1,1,1.000000,4f2ed62c-2a18-4888-86c1-aa01ba21b64f
f240ac73-f6ae-4735-866b-8829ba956e02,1,1,1.000000,8b10f12f-516a-44ee-9e79-134d040d1ef4
c93bd477-8adc-4b2d-a6d0-4586da193d98,1,1,1.000000,be47e9a1-0600-40bc-8360-0fc2c99c4ca2
f2878eac-1673-4607-8d7e-6deb6140fad9,1,2,1.000000,21cbaff6-4d5f-4083-9edf-9523563b74ae
b2c0dc22-888e-433d-aec6-f553d82c1522,1,1,1.000000,4d49cfb2-841d-4a04-81cb-7d1b39a507b4
af1dab4b-2226-42f6-a529-819108ccc58b,1,1,1.000000,49fcf025-22ca-4e4b-85b8-278b855e63b7
4af3433a-c404-4396-b707-39bc5ed944e5,1,1,1.000000,0062535e-d9ab-4cb0-ae8f-79133b440129
6733036a-e6e9-492d-a970-9303b6249c1b,1,1,1.000000,639303f6-00f5-4aec-a487-291f27972688
8423813a-9172-4f97-bebd-ef1628f53dc1,1,1,1.000000,b811ccd0-a9ef-40ef-8326-d8efbf85e50f
95ddd273-fcd9-4f0b-a46e-cac1bd1ef776,1,1,1.000000,bc19c32d-a271-4dd7-b5e6-62d36d1a3128
e5ffc100-10ee-4ffd-8aae-fae657829e0b,1,1,1.000000,105b0c95-40d4-43ed-9328-6cbeb200183c
1e433cd7-c2e3-4c30-becf-aedbe12a4507,1,3,1.000000,5f118823-51ee-47bb-859f-1316523af0ed
4479c890-b5c6-476c-8deb-6dfc948dfe33,1,1,1.000000,71c102e5-a364-450a-b233-6c5e2976b9d1
26d4665c-ad63-43f2-9dea-3885cbd539b9,1,1,1.000000,1f84d45e-8689-42bf-9ad5-0f9c8753fbde
3f866874-97c5-4fd6-8ce8-b4e2bb4e9122,1,2,1.000000,31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8
eef2354c-33d3-4236-985b-d8ec9078172f,1,1,1.000000,a2969fda-e1ea-4d11-8d21-b5fa826c0666
b5ddb429-1c3d-45ad-bf6f-ece38d4c83cf,1,1,1.000000,8758fefb-3ed1-4d64-b75d-b9e3d628eef3
d90a43eb-a6ab-43e7-8cfa-5612c05ea65d,1,1,1.000000,c28aa37d-571e-4b43-bf01-aa14eeb765e7
f9b9edd6-f40a-4444-920a-7b1ec7580a44,1,1,1.000000,47bad423-2418-4435-83c8-08ba94003d14
6fe9fa6f-c4a7-45ce-81a2-709d5802815a,1,1,1.000000,b63742da-5e1c-45af-90ad-17c4303b044e
ea402243-8bb7-4fe7-960d-8307acfdb163,1,1,1.000000,5f993501-e331-41f8-88ef-8789acff3d7f
dc0a9a2a-433f-4490-bb8b-082bd63c27e7,1,1,1.000000,15c7af42-87ad-4bc8-92fa-52ae8f2040fa
2a11287b-2955-4468-af41-4bb9d7de86f1,1,3,1.000000,7e2037cd-4943-4935-a393-43fc5c390c87
fda6c38a-c3fa-4634-a707-a74cd51cf5e9,1,1,1.000000,36027d15-9fa5-4ada-bf4b-ed5b5daa5587
2a12dbf8-eb66-4b4e-9544-a141bef173db,1,1,1.000000,340b7157-11e5-4463-a088-59ca98df39cd
9979fad9-b6b5-4304-866a-0af1c26673f3,1,1,1.000000,7df7a9b0-729a-40ef-9403-c28f90d19453
a58b66fb-15c6-4913-82aa-8fe809ca89a1,1,1,1.000000,0feedf09-ee01-43ea-9489-1b58a00ba227
e2869e97-c79c-432b-9cd3-e87281eaaad0,1,1,1.000000,5771f07a-575e-4004-a3a5-db3ee44bb1b0
6e3e37fc-35a4-40f1-8cea-24f7fa5be3b6,1,1,1.000000,ecd9aab5-ddc6-4cf9-97f2-03e3018e6076
034a89f9-6896-44dc-993f-0131d8e576a8,1,1,1.000000,5f93621b-e9a9-451b-8d30-165dae1653c2
fe8f4052-0438-4ac1-a52f-2d013e42eb1f,1,1,1.000000,935eb020-a824-4cdc-9442-727a6d9e019e
e6fe71cb-a129-402d-b959-e53328dceb6a,1,1,1.000000,24aa014e-055c-4925-85de-d3541e3d0bef
8d662fff-b4c6-4f6d-ba03-8e89182aeb38,1,1,1.000000,39107c52-98c9-4a75-b505-271294fac465
dd87e596-e728-4f25-9fe3-70a5b7f30c72,1,1,1.000000,ad30762b-ff39-441d-a0f7-d388fcb65c5d
bb7ae638-ab7c-40e1-b4cf-6d39c51f5f94,1,1,1.000000,75f1c4e9-4841-4159-a021-44ff5c150d37
4e5b50d5-a8e4-4d48-8137-e08b0bce3b4b,1,1,1.000000,6c1f708c-f3e9-4d9e-a0ae-311ba42c139a
068024a1-e849-4f93-9a1a-32971ef1e37a,1,1,1.000000,10c196fc-2c76-4e4b-b628-4472949c39c3
246426d3-ccc4-41da-a021-d769804a83ba,1,1,1.000000,7413fd0f-0de7-4b60-b466-60b0bdd9a9c9
73968907-9a92-421b-8f15-9f9c6c419904,1,1,1.000000,907af844-581a-4044-8ddb-8bcc91df32f9
